SellerG,Suburb,Address,Rooms,Type,Price,Method,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Regionname,Propertycount
Buxton,Mentone,1/107 Warrigal Rd,2,u,455000,S,20,3194,2,1,1,3160,,1970,Kingston,South-Eastern Metropolitan,6162
Harcourts,Mernda,3 Flowerdale Ct,3,h,517000,S,25.9,3754,3,2,4,400,,,Whittlesea,Northern Metropolitan,5812
Buckingham,Mernda,9 Powlett St,4,h,596000,S,25.9,3754,4,2,2,512,,,Whittlesea,Northern Metropolitan,5812
Greg,Middle Park,78 Erskine St,4,h,2500000,VB,3,3206,4,3,1,209,,,Port Phillip,Southern Metropolitan,2019
Ray,Mill Park,15 Randell Ct,4,h,865000,S,17.9,3082,4,2,2,612,236,2013,Whittlesea,Northern Metropolitan,10529
Noel,Mitcham,16 Burnett St,4,h,1302000,S,17.2,3132,4,1,1,842,160,1950,Whitehorse,Eastern Metropolitan,6871
Noel,Mitcham,8/12 Irvine St,3,t,800000,VB,17.2,3132,3,2,2,343,130,2010,Whitehorse,Eastern Metropolitan,6871
McDonald,Moonee Ponds,36 Aberfeldie St,3,h,1850000,SP,6.2,3039,3,2,2,596,203,1950,Moonee Valley,Western Metropolitan,6232
Barry,Moonee Ponds,7/110 Maribyrnong Rd,1,u,222000,S,6.2,3039,1,1,0,0,29,2012,Moonee Valley,Western Metropolitan,6232
RT,Moorabbin,6 Bataba St,4,h,1289000,S,14.3,3189,4,2,1,532,,,Kingston,Southern Metropolitan,2555
Ray,Mooroolbark,95 Cardigan Rd,4,h,651000,S,26.5,3138,4,2,2,854,,,Yarra Ranges,Eastern Victoria,8280
iTRAK,Mooroolbark,7 Cowley Ct,3,h,581000,S,26.5,3138,3,1,2,484,102,1970,Yarra Ranges,Eastern Victoria,8280
Ray,Mordialloc,5 Epsom Rd,4,h,1350000,PI,21.5,3195,4,2,2,314,,1995,Kingston,South-Eastern Metropolitan,3650
Ray,Mordialloc,5 Hanlon Cl,4,h,1150000,SP,21.5,3195,4,2,2,603,194,2004,Kingston,South-Eastern Metropolitan,3650
hockingstuart,Mordialloc,6/9 McDonald St,2,u,470500,S,21.5,3195,2,1,1,0,,1970,Kingston,South-Eastern Metropolitan,3650
Ray,Mount Waverley,23 Baily St,3,h,1530000,S,14.2,3149,3,1,2,810,,,Monash,Eastern Metropolitan,13366
McGrath,Mount Waverley,25 Carrol Gr,4,h,1352000,SP,14.2,3149,4,3,2,708,150,1960,Monash,Eastern Metropolitan,13366
Barry,Mount Waverley,57 Cratloe Rd,3,h,1360000,S,14.2,3149,3,2,2,710,,,Monash,Eastern Metropolitan,13366
Ray,Mount Waverley,18 Malcolm Ct,3,h,1530000,S,14.2,3149,3,1,1,750,,1970,Monash,Eastern Metropolitan,13366
Jellis,Mount Waverley,85 Waimarie Dr,4,h,1728000,S,14.2,3149,4,3,2,720,249,1960,Monash,Eastern Metropolitan,13366
Ray,Mulgrave,10 Adela Ct,4,h,2000000,S,18.8,3170,4,4,2,905,446,,Monash,South-Eastern Metropolitan,7113
Win,Mulgrave,2 Emily Ct,3,h,901000,S,18.8,3170,3,1,2,801,,,Monash,South-Eastern Metropolitan,7113
Ray,Mulgrave,13 Excelsior Cct,3,h,757500,S,18.8,3170,3,2,1,145,,,Monash,South-Eastern Metropolitan,7113
Barry,Mulgrave,13 Merrill St,3,h,757000,S,18.8,3170,3,1,1,664,,,Monash,South-Eastern Metropolitan,7113
Woodards,Mulgrave,18 Vincent St,4,h,902000,S,18.8,3170,4,2,4,726,165,1960,Monash,South-Eastern Metropolitan,7113
Barry,Murrumbeena,3/30 Ardyne St,3,t,900000,S,10.1,3163,3,2,2,238,,1998,Glen Eira,Southern Metropolitan,4442
Woodards,Murrumbeena,3/17 Gerald St,2,u,660000,S,10.1,3163,2,1,1,109,,,Glen Eira,Southern Metropolitan,4442
hockingstuart,Murrumbeena,12 Lydson St,3,h,1561000,S,10.1,3163,3,1,2,627,132,1930,Glen Eira,Southern Metropolitan,4442
Sweeney,Newport,39 Mirls St,4,h,1005000,S,6.2,3015,4,1,1,390,,,Hobsons Bay,Western Metropolitan,5498
Nelson,Niddrie,19 Nolan St,3,h,1300000,S,10.4,3042,3,1,4,646,150,1950,Moonee Valley,Western Metropolitan,2291
Barry,Niddrie,27 The Avenue,4,h,1751000,S,10.4,3042,4,3,2,564,500,,Moonee Valley,Western Metropolitan,2291
Purplebricks,Noble Park,18 Arnold St,3,h,635000,S,22.7,3174,3,1,4,585,,,Greater Dandenong,South-Eastern Metropolitan,11806
W.B.,North Melbourne,8 Baillie St,1,h,1000000,S,1.8,3051,1,1,0,133,,,Melbourne,Northern Metropolitan,6821
Nick,North Melbourne,141 Howard St,1,t,780000,S,1.8,3051,1,1,0,37,,,Melbourne,Northern Metropolitan,6821
Biggin,North Melbourne,17/198 Peel St,2,u,550000,S,1.8,3051,2,1,1,0,,,Melbourne,Northern Metropolitan,6821
Nelson,Northcote,10 Balgonie Pl,2,h,1001000,S,5.3,3070,2,1,0,166,,,Darebin,Northern Metropolitan,11364
Nelson,Northcote,4 Barry St,2,h,905000,PI,5.3,3070,2,1,0,114,,,Darebin,Northern Metropolitan,11364
McGrath,Northcote,19 Emmaline St,3,h,1305000,SP,5.3,3070,3,1,0,375,,1999,Darebin,Northern Metropolitan,11364
Barry,Northcote,205 Mitchell St,3,h,1516000,S,5.3,3070,3,1,2,504,,,Darebin,Northern Metropolitan,11364
Jellis,Northcote,1/136 St Georges Rd,2,u,503000,SP,5.3,3070,2,1,1,0,,1970,Darebin,Northern Metropolitan,11364
Barry,Notting Hill,1/3 Saniky St,3,u,840000,S,16.7,3168,3,1,1,390,118,1970,Monash,Southern Metropolitan,902
Barry,Nunawading,7A Alern Ct,4,h,1430000,S,15.4,3131,4,3,2,616,212,,Whitehorse,Eastern Metropolitan,4973
Fletchers,Nunawading,11 Plymouth Ct,3,h,913000,S,15.4,3131,3,2,1,431,,,Whitehorse,Eastern Metropolitan,4973
hockingstuart,Nunawading,66 Springvale Rd,5,h,1060000,SP,15.4,3131,5,3,2,766,274,1970,Whitehorse,Eastern Metropolitan,4973
McGrath,Nunawading,6 West St,3,u,806000,S,15.4,3131,3,1,2,319,,,Whitehorse,Eastern Metropolitan,4973
Nelson,Oak Park,74 Devereaux St,3,h,840000,SP,11.2,3046,3,1,1,722,115,1960,Moreland,Northern Metropolitan,2651
Rendina,Oak Park,79 New Rd,4,h,1071888,SP,11.2,3046,4,2,4,553,190,2001,Moreland,Northern Metropolitan,2651
Eview,Oak Park,117A Vincent St,2,t,790000,S,11.2,3046,2,2,1,208,127,2010,Moreland,Northern Metropolitan,2651
Biggin,Oakleigh East,1/17 Claudel St,3,t,820000,S,12.3,3166,3,2,1,200,130,2013,Monash,Southern Metropolitan,2547
hockingstuart,Oakleigh South,36 Bossington St,3,h,1218500,S,15.5,3167,3,1,2,673,101,1950,Monash,South-Eastern Metropolitan,3692
Buxton,Ormond,13/37 Murray Rd,2,h,695000,S,11.4,3204,2,1,1,126,75.45,1970,Glen Eira,Southern Metropolitan,3578
Buxton,Parkdale,46 Davey St,3,h,940000,S,21.5,3195,3,2,2,454,122,1950,Kingston,South-Eastern Metropolitan,5087
Buxton,Parkdale,22 Keith St,4,h,1300000,SP,21.5,3195,4,2,2,597,150,1970,Kingston,South-Eastern Metropolitan,5087
Nelson,Parkville,7/517 Royal Pde,3,t,850000,S,1.8,3052,3,1,1,2429,,,Melbourne,Northern Metropolitan,2309
Nelson,Parkville,603/228 The Avenue,2,u,900000,VB,1.8,3052,2,2,1,2431,,,Melbourne,Northern Metropolitan,2309
Woodards,Pascoe Vale,54 Prospect St,4,h,1260000,S,8.5,3044,4,2,5,669,,,Moreland,Northern Metropolitan,7485
Nelson,Pascoe Vale,21 Stennis St,3,h,1199000,S,8.5,3044,3,2,4,689,165.5,1950,Moreland,Northern Metropolitan,7485
LJ,Point Cook,89 Tristania Dr,4,h,550000,SP,14.7,3030,4,2,2,464,,,Wyndham,Western Metropolitan,15542
Greg,Port Melbourne,280 Nott St,2,h,1355000,S,3.5,3207,2,1,0,156,,,Port Phillip,Southern Metropolitan,8648
Marshall,Port Melbourne,380 Ross St,3,t,1388000,S,3.5,3207,3,2,2,104,146,2015,Port Phillip,Southern Metropolitan,8648
Cayzer,Port Melbourne,58 Station St,1,h,964000,S,3.5,3207,1,1,0,85,,,Port Phillip,Southern Metropolitan,8648
Gary,Prahran,4 Anchor Pl,4,h,1805000,S,4.6,3181,4,2,1,105,,,Stonnington,Southern Metropolitan,7717
Whiting,Prahran,107A Charles St,3,t,1420000,S,4.6,3181,3,2,2,187,,,Stonnington,Southern Metropolitan,7717
Beller,Prahran,409/10 Hillingdon Pl,2,u,735000,S,4.6,3181,2,1,1,0,,,Stonnington,Southern Metropolitan,7717
Castran,Prahran,104/27 Macquarie St,1,u,440000,SP,4.6,3181,1,1,1,0,44,2015,Stonnington,Southern Metropolitan,7717
hockingstuart,Prahran,31 Molesworth St,3,h,2200000,PI,4.6,3181,3,2,2,142,,2000,Stonnington,Southern Metropolitan,7717
RT,Prahran,135 Williams Rd,4,h,2300000,VB,4.6,3181,4,2,2,291,263.5,1890,Stonnington,Southern Metropolitan,7717
hockingstuart,Preston,35 Leicester St,3,h,1017500,S,8.4,3072,3,1,2,592,,,Darebin,Northern Metropolitan,14577
Love,Preston,50 Newcastle St,2,h,1050000,S,8.4,3072,2,1,1,688,,,Darebin,Northern Metropolitan,14577
McGrath,Preston,196 Raglan St,4,h,840000,PI,8.4,3072,4,1,1,313,113,1950,Darebin,Northern Metropolitan,14577
Barry,Reservoir,3/36 Crookston Rd,3,u,510000,S,12,3073,3,1,1,178,100,2009,Darebin,Northern Metropolitan,21650
Love,Reservoir,20 McMahon Rd,4,h,930000,S,12,3073,4,1,5,700,,,Darebin,Northern Metropolitan,21650
Ray,Reservoir,2/65 Purinuan Rd,3,h,635000,SP,12,3073,3,2,2,247,,,Darebin,Northern Metropolitan,21650
Love,Reservoir,149 Spring St,2,h,850000,S,12,3073,2,1,2,494,,,Darebin,Northern Metropolitan,21650
Barry,Reservoir,36 Sturdee St,3,h,780000,PI,12,3073,3,1,2,893,103,1940,Darebin,Northern Metropolitan,21650
Collins,Richmond,4 Bell St,2,h,1172000,S,2.4,3121,2,1,0,155,,,Yarra,Northern Metropolitan,14949
Jellis,Richmond,182 Buckingham St,3,t,1255000,S,2.4,3121,3,2,1,124,123,2008,Yarra,Northern Metropolitan,14949
Biggin,Richmond,10 Campbell St,2,h,1275000,S,2.4,3121,2,1,1,110,72,1890,Yarra,Northern Metropolitan,14949
Biggin,Richmond,51 Garfield St,3,h,1120000,S,2.4,3121,3,2,2,134,149,2007,Yarra,Northern Metropolitan,14949
Biggin,Richmond,17/47 Mary St,3,h,1190000,S,2.4,3121,3,2,1,105,110,1997,Yarra,Northern Metropolitan,14949
hockingstuart,Richmond,2/50 Palmer St,1,u,534000,S,2.4,3121,1,1,1,1347,,2003,Yarra,Northern Metropolitan,14949
Marshall,Richmond,7 Wiltshire St,3,h,1425000,S,2.4,3121,3,3,3,81,81,2000,Yarra,Northern Metropolitan,14949
Marshall,Richmond,312/45 York St,2,u,650000,S,2.4,3121,2,2,1,2226,,2011,Yarra,Northern Metropolitan,14949
Jellis,Ringwood,3/24 City Rd,2,u,475000,PI,19.9,3134,2,1,2,750,,1975,Maroondah,Eastern Metropolitan,7785
Woodards,Ringwood,4 Norman Ct,3,h,800000,PI,19.9,3134,3,1,1,737,,,Maroondah,Eastern Metropolitan,7785
Barry,Ringwood East,7 Highton St,4,h,1175000,S,21.3,3135,4,2,1,842,135,1960,Maroondah,Eastern Metropolitan,4407
Carter,Ringwood North,2/22 Avalon Gr,3,h,755000,SP,19.9,3134,3,2,2,306,127,1997,Maroondah,Eastern Metropolitan,3619
Philip,Ringwood North,2/65 Evelyn Rd,2,u,602000,S,19.9,3134,2,1,1,209,,1996,Maroondah,Eastern Metropolitan,3619
Jellis,Rowville,15 Ada St,4,h,1005800,SP,23.5,3178,4,2,2,502,320,2003,Knox,South-Eastern Metropolitan,11667
Ray,Rowville,4 Richard Ct,4,h,1275000,S,23.5,3178,4,2,2,726,,,Knox,South-Eastern Metropolitan,11667
Hodges,Sandringham,4/64 Edward St,3,u,760000,VB,15.2,3191,3,1,1,178,,,Bayside,Southern Metropolitan,4497
Asset,Seaford,5 Ireland St,3,h,782500,S,35.4,3198,3,2,2,603,,,Frankston,South-Eastern Metropolitan,8077
Greg,Seaholme,2 Garden Gr,4,h,1410000,S,11,3018,4,1,2,521,,,Hobsons Bay,Western Metropolitan,852
Village,Seddon,6 Alexander St,3,h,900000,SP,5.1,3011,3,1,0,194,,,Maribyrnong,Western Metropolitan,2417
Village,Seddon,5/4 Edward St,1,u,322500,S,5.1,3011,1,1,1,0,,,Maribyrnong,Western Metropolitan,2417
Sweeney,Seddon,14 James St,3,h,900000,SP,5.1,3011,3,1,1,252,120,,Maribyrnong,Western Metropolitan,2417
Ray,Skye,20 Overall Dr,4,h,555698,SP,34.7,3977,4,2,1,534,152,2002,Frankston,South-Eastern Metropolitan,2756
Greg,South Melbourne,1403/38 Bank St,3,u,1250000,S,1.9,3205,3,2,3,0,113,2001,Port Phillip,Southern Metropolitan,5943
Greg,South Melbourne,17/39 Dorcas St,1,h,407500,S,1.9,3205,1,1,1,0,53,2000,Port Phillip,Southern Metropolitan,5943
Kay,South Yarra,37/12 Copelen St,2,t,1050000,S,2.7,3141,2,1,1,0,,,Stonnington,Southern Metropolitan,14887
hockingstuart,South Yarra,3/43 Cromwell Rd,2,u,771000,S,2.7,3141,2,1,1,1272,,,Stonnington,Southern Metropolitan,14887
Greg,Southbank,61/120 Sturt St,2,u,642500,S,0.7,3006,2,1,1,8888,77,1994,Melbourne,Southern Metropolitan,8400
Dingle,Southbank,406/152 Sturt St,1,u,422500,PI,0.7,3006,1,1,1,3878,,2012,Melbourne,Southern Metropolitan,8400
Ray,St Albans,46A Collins St,3,t,460000,S,14,3021,3,1,1,160,129,2000,Brimbank,Western Metropolitan,14042
S&L,St Albans,9 Cornhill St,3,h,610000,PI,14,3021,3,1,1,582,116,1960,Brimbank,Western Metropolitan,14042
Ray,St Albans,1 Harris St,3,h,630000,S,14,3021,3,1,2,524,,,Brimbank,Western Metropolitan,14042
Sweeney,St Albans,2/52 Walter St,3,u,500000,S,14,3021,3,1,1,388,95,1992,Brimbank,Western Metropolitan,14042
hockingstuart,St Kilda,9/60 Carlisle St,2,u,615000,S,5,3182,2,1,1,1123,84,1920,Port Phillip,Southern Metropolitan,13240
Raine,Sunbury,27 Holloway Cl,3,h,455000,SP,31.7,3429,3,1,6,639,120,1990,Hume,Western Metropolitan,14092
Bells,Sunshine,3/1 Centre St,4,u,660000,S,10.5,3020,4,2,2,283,,2007,Brimbank,Western Metropolitan,3755
GL,Sunshine,65 Devonshire Rd,3,h,810000,VB,10.5,3020,3,1,2,459,114,1970,Brimbank,Western Metropolitan,3755
Douglas,Sunshine,43 Duke St,3,h,805000,S,10.5,3020,3,1,2,631,115,1965,Brimbank,Western Metropolitan,3755
hockingstuart,Sunshine West,1/11 Glengala Rd,3,h,453000,S,10.5,3020,3,1,1,305,,2006,Brimbank,Western Metropolitan,6763
hockingstuart,Surrey Hills,2/52 Barton St,2,u,807000,S,10.2,3127,2,1,1,1501,84,1960,Boroondara,Southern Metropolitan,5457
Noel,Surrey Hills,4/40 Durham Rd,3,u,780000,SP,10.2,3127,2,1,1,149,,,Boroondara,Southern Metropolitan,5457
YPA,Sydenham,22 Contursi Dr,3,h,471000,S,18,3037,3,2,1,338,114,2000,Brimbank,Western Metropolitan,3640
Barry,Taylors Hill,27 Lucas Tce,3,h,558000,S,18,3037,3,2,2,431,431,2008,Melton,Western Metropolitan,4242
Barry,Taylors Lakes,2 Clifton Ct,5,h,780000,S,15.5,3038,5,2,2,663,230,1996,Brimbank,Western Metropolitan,5336
Barry,Taylors Lakes,18 Whiteley Pde,4,h,715000,S,15.5,3038,4,3,2,679,,,Brimbank,Western Metropolitan,5336
Barry,Templestowe,19 Browning Dr,4,h,2000000,S,15.5,3106,4,2,2,457,585,,Manningham,Eastern Metropolitan,6202
Barry,Templestowe Lower,124 Swanston St,3,h,1240000,S,12.4,3107,3,2,1,673,150,1965,Manningham,Eastern Metropolitan,5420
Love,Thornbury,1/24 Dundas St,2,t,756000,S,7,3071,2,1,1,0,103,2010,Darebin,Northern Metropolitan,8870
Nelson,Thornbury,55 Rennie St,2,h,1205500,S,7,3071,2,1,1,361,,,Darebin,Northern Metropolitan,8870
McGrath,Thornbury,371 Station St,3,h,1031000,S,7,3071,3,1,2,612,,1950,Darebin,Northern Metropolitan,8870
Jellis,Toorak,8 Hill St,3,h,2500000,VB,4.1,3142,3,2,2,440,,,Stonnington,Southern Metropolitan,7217
Barry,Vermont,12 Fiona Ct,5,h,1041000,SP,17.2,3133,5,3,2,724,,,Whitehorse,Eastern Metropolitan,4181
Noel,Vermont South,250 Hawthorn Rd,4,h,1050000,VB,17.2,3133,4,2,2,651,187,1975,Whitehorse,Eastern Metropolitan,4280
Ray,Vermont South,23 Overland Dr,4,h,1208000,S,17.2,3133,4,2,2,785,,,Whitehorse,Eastern Metropolitan,4280
Nelson,Viewbank,28 Kuranga Rd,3,h,940000,SA,8.9,3084,3,2,2,541,540,1960,Banyule,Eastern Metropolitan,2698
LLC,Wantirna South,5 Henry Rd,4,h,2020000,S,14.7,3152,4,2,2,1183,,,Knox,Eastern Metropolitan,7082
Barry,Watsonia,42 Frensham Rd,3,h,835000,S,14.5,3087,3,2,1,447,,1997,Banyule,Northern Metropolitan,2329
Buckingham,Watsonia,28 Grace St,3,h,1010000,S,14.5,3087,3,1,2,700,,,Banyule,Northern Metropolitan,2329
Miles,Watsonia,60 Princes St,3,h,830000,S,14.5,3087,3,1,2,696,,,Banyule,Northern Metropolitan,2329
LJ,Werribee,8 Maribyrnong Ct,3,h,442000,S,14.7,3030,3,1,1,575,,,Wyndham,Western Metropolitan,16166
YPA,Werribee,43 Stawell St,3,h,830000,SP,14.7,3030,3,2,2,1025,195,1970,Wyndham,Western Metropolitan,16166
Jellis,Windsor,19 Newry St,3,h,1400000,VB,4.6,3181,3,1,0,364,,,Stonnington,Southern Metropolitan,4380
Jas,Yarraville,42 Wilkins St,4,h,1035000,S,6.3,3013,4,2,3,463,,,Maribyrnong,Western Metropolitan,6543
Nelson,Abbotsford,2 Federation La,3,h,855000,S,3,3067,3,2,1,92,116,2004,Yarra,Northern Metropolitan,4019
Nelson,Aberfeldie,435 Buckley St,3,h,1210000,S,7.5,3040,3,1,6,645,,,Moonee Valley,Western Metropolitan,1543
Brad,Airport West,2/19 Hart St,3,u,737500,SP,10.4,3042,3,2,2,143,,2012,Moonee Valley,Western Metropolitan,3464
Jellis,Airport West,4 Myrtle Gr,3,h,905000,S,10.4,3042,3,1,2,573,,1965,Moonee Valley,Western Metropolitan,3464
Ray,Albanvale,28 Oakwood Rd,3,h,526500,S,14,3021,3,1,2,529,,,Brimbank,Western Metropolitan,1899
Greg,Albert Park,3/78 Kerferd Rd,2,u,685000,PI,3,3206,2,1,0,324,58,1930,Port Phillip,Southern Metropolitan,3280
Greg,Albert Park,354 Montague St,3,h,1800000,VB,3,3206,3,1,1,130,,,Port Phillip,Southern Metropolitan,3280
Thomas,Alphington,1 Shiers St,4,h,1800000,S,5.7,3078,4,1,2,605,,,Darebin,Northern Metropolitan,2211
Nelson,Alphington,10/14 Yarralea St,1,h,330000,VB,5.7,3078,1,1,1,60,40,1970,Yarra,Northern Metropolitan,2211
Greg,Altona,2 Finch St,3,h,1020000,SP,11,3018,3,1,2,570,,,Hobsons Bay,Western Metropolitan,5301
Barlow,Altona,29 Seves St,3,h,1280000,S,11,3018,3,1,1,798,,,Hobsons Bay,Western Metropolitan,5301
Sweeney,Altona North,164 Mills St,3,h,875000,S,9.4,3025,3,1,4,563,,,Hobsons Bay,Western Metropolitan,5132
Brad,Ascot Vale,75B Bloomfield Rd,3,h,1010000,S,4.3,3032,3,2,1,150,125,1990,Moonee Valley,Western Metropolitan,6567
Nelson,Ascot Vale,103b Maribyrnong Rd,3,u,819000,S,4.3,3032,3,2,1,166,,,Moonee Valley,Western Metropolitan,6567
Brad,Ascot Vale,18 McCully St,3,h,990000,S,4.3,3032,3,1,0,196,102,1900,Moonee Valley,Western Metropolitan,6567
Jellis,Ascot Vale,18A Middle St,3,t,1200000,S,4.3,3032,3,2,2,198,,,Moonee Valley,Western Metropolitan,6567
Brad,Ascot Vale,68 South St,3,h,1375000,S,4.3,3032,3,1,2,483,,,Moonee Valley,Western Metropolitan,6567
hockingstuart,Ascot Vale,97 The Crescent,3,h,1100000,PI,4.3,3032,3,2,2,239,,,Moonee Valley,Western Metropolitan,6567
Marshall,Ashburton,103 Fakenham Rd,3,h,1850000,S,10.2,3147,3,2,2,720,,,Boroondara,Southern Metropolitan,3052
Buxton,Ashwood,4 Moore St,4,h,1425000,S,10.2,3147,4,1,2,778,,,Monash,Southern Metropolitan,2894
Moonee,Avondale Heights,7A Downland Sq,4,h,773000,S,9.5,3034,4,2,2,344,235,2004,Moonee Valley,Western Metropolitan,4502
Gary,Balaclava,5a Rosamond St,3,h,1475000,S,6.4,3183,3,2,1,147,,,Port Phillip,Southern Metropolitan,2952
Jellis,Balwyn,3 Narrak Rd,5,h,2180000,PI,7.9,3103,5,3,2,646,35,,Boroondara,Southern Metropolitan,5682
Fletchers,Balwyn North,22 Abbott St,2,h,1500000,VB,9.7,3104,2,1,1,943,,,Boroondara,Southern Metropolitan,7809
Jellis,Balwyn North,37 Cascade St,5,h,3200000,VB,9.7,3104,5,3,2,836,168,1970,Boroondara,Southern Metropolitan,7809
hockingstuart,Balwyn North,3/4 Lemon Rd,2,u,682000,S,9.7,3104,2,1,1,140,,1970,Boroondara,Southern Metropolitan,7809
Philip,Bayswater,7 Huxley Ct,4,h,1030000,S,23.2,3153,4,2,2,1094,197,,Knox,Eastern Metropolitan,5030
Noel,Bayswater North,65a Greenhill Rd,3,u,700000,VB,23.2,3153,3,2,2,535,,,Maroondah,Eastern Metropolitan,3598
LJ,Beaconsfield Upper,6 Paul Gr,4,h,675000,SP,39.8,3808,4,2,2,1031,161,1960,Cardinia,Eastern Victoria,973
Buxton,Bentleigh,8 Vickery St,5,h,1900000,VB,11.4,3204,5,1,2,644,,,Glen Eira,Southern Metropolitan,6795
Buxton,Bentleigh East,125 Bignell Rd,3,h,1410000,S,13.8,3165,3,2,3,722,736,,Glen Eira,Southern Metropolitan,10969
Buxton,Bentleigh East,1/16 Brady Rd,3,t,817000,S,13.8,3165,3,1,2,332,,,Glen Eira,Southern Metropolitan,10969
hockingstuart,Bentleigh East,12 Kennedy St,4,h,1815000,S,13.8,3165,4,3,2,933,107,1960,Glen Eira,Southern Metropolitan,10969
Buxton,Bentleigh East,10 Majdal St,3,h,1225000,SP,13.8,3165,3,1,2,580,129,1950,Glen Eira,Southern Metropolitan,10969
Harcourts,Berwick,5 Gretel Pl,3,h,690000,S,35.2,3806,3,2,2,703,153,1980,Casey,Eastern Victoria,17093
Fletchers,Blackburn,1/10 Duckham St,3,h,880000,PI,13.4,3130,3,1,1,335,110,1960,Whitehorse,Eastern Metropolitan,5713
Noel,Blackburn,14 Kerr St,4,h,1562000,S,13.4,3130,4,2,1,592,,,Whitehorse,Eastern Metropolitan,5713
Noel,Blackburn,31 Stanley Gr,3,h,1530000,S,13.4,3130,3,1,2,785,,,Whitehorse,Eastern Metropolitan,5713
Noel,Blackburn South,14 Indra Rd,3,h,1264000,S,13.4,3130,3,1,2,579,126,1960,Whitehorse,Eastern Metropolitan,4387
McGrath,Box Hill,57 Combarton St,6,h,2150500,PI,10.9,3128,6,3,3,786,,,Whitehorse,Eastern Metropolitan,4605
GL,Braybrook,15 McLennan St,3,h,810000,VB,8.6,3019,3,1,2,649,,,Maribyrnong,Western Metropolitan,3589
Sweeney,Braybrook,15 Myalla St,2,h,570000,VB,8.6,3019,2,1,2,567,74,1950,Maribyrnong,Western Metropolitan,3589
Hodges,Brighton,3 Champion St,3,h,2655000,SP,10.5,3186,3,2,2,697,183,1991,Bayside,Southern Metropolitan,10579
Marshall,Brighton,10A Hartley St,3,t,3275000,SP,10.5,3186,3,2,3,289,371.6122,,Bayside,Southern Metropolitan,10579
Marshall,Brighton East,9 Baird St,4,h,2720000,S,10.3,3187,4,3,2,792,,,Bayside,Southern Metropolitan,6938
Buxton,Brighton East,13 Churchill Ct,4,h,2525000,S,10.3,3187,4,2,2,725,300,2000,Bayside,Southern Metropolitan,6938
Buxton,Brighton East,167 Thomas St,3,h,1300000,VB,10.3,3187,3,1,2,684,77,1940,Bayside,Southern Metropolitan,6938
Woodards,Brunswick,240 Barkly St,3,h,1275000,PI,5.2,3056,3,1,1,406,156,1900,Moreland,Northern Metropolitan,11918
Nelson,Brunswick,40 Blair St,2,h,900000,VB,5.2,3056,2,1,0,191,,,Moreland,Northern Metropolitan,11918
Jellis,Brunswick,1/15 Cassels Rd,2,u,520000,SP,5.2,3056,2,1,1,0,,,Moreland,Northern Metropolitan,11918
Nelson,Brunswick,25 Ford St,3,h,1204000,S,5.2,3056,3,1,0,186,101,1890,Moreland,Northern Metropolitan,11918
Nelson,Brunswick,14 Peveril St,2,h,730000,S,5.2,3056,2,1,0,190,,,Moreland,Northern Metropolitan,11918
Alexkarbon,Brunswick West,1 Egginton St,4,h,1268000,SP,5.2,3055,4,2,2,645,217,1950,Moreland,Northern Metropolitan,7082
Collins,Brunswick West,27 Halpin St,3,h,1445000,S,5.2,3055,3,1,2,613,112,1950,Moreland,Northern Metropolitan,7082
Barry,Bundoora,74 Arthur St,3,h,796000,S,12.1,3083,3,2,2,534,,,Whittlesea,Northern Metropolitan,10175
Barry,Bundoora,5 Cole Ct,4,h,769000,S,12.1,3083,4,2,2,662,,,Banyule,Northern Metropolitan,10175
Nelson,Bundoora,33 Jacqueline Rd,3,h,690000,PI,12.1,3083,3,1,2,513,,,Banyule,Northern Metropolitan,10175
Buxton,Burwood,13 Elizabeth St,3,h,1325000,S,10.4,3125,3,1,1,756,,,Monash,Southern Metropolitan,5678
Buxton,Burwood,20 Pearce St,3,h,1052000,S,10.4,3125,3,1,0,801,,,Whitehorse,Southern Metropolitan,5678
Jellis,Camberwell,19/995 Burke Rd,2,u,555000,S,7.7,3124,2,1,1,2685,,,Boroondara,Southern Metropolitan,8920
Jellis,Canterbury,3/900 Burke Rd,3,t,1381000,S,8.4,3126,3,2,2,230,,,Boroondara,Southern Metropolitan,3265
Jellis,Carlton,254 Elgin St,3,h,1000000,PI,1.6,3053,3,1,0,96,80,1910,Melbourne,Northern Metropolitan,6786
Nelson,Carlton,2/42 Grattan Pl,2,u,720000,VB,1.6,3053,2,1,1,3481,,,Melbourne,Northern Metropolitan,6786
Nelson,Carlton North,454 Canning St,3,h,1717500,S,3.5,3054,3,1,0,202,,,Yarra,Northern Metropolitan,3106
Woodards,Carlton North,570 Canning St,4,h,2400000,SP,3.5,3054,4,1,1,163,,,Yarra,Northern Metropolitan,3106
Nelson,Carlton North,771 Rathdowne St,3,h,1950000,S,3.5,3054,3,1,1,309,,,Yarra,Northern Metropolitan,3106
C21,Carnegie,31A Gnarwyn Rd,2,t,817500,S,10.1,3163,2,1,1,292,,,Glen Eira,Southern Metropolitan,7822
RW,Caroline Springs,9 Hounslow Grn,5,h,1150000,SP,14.8,3023,5,5,4,688,490,2006,Melton,Western Metropolitan,7719
Mitchell,Carrum,3/13 Graham Rd,3,u,590000,S,31.2,3197,3,1,1,179,,,Kingston,South-Eastern Metropolitan,1989
